img_path,gt_label,pred_label_base,raw_output_head
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric kettle/001158_Electric kettle_count_10.jpg,Electric kettle,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/000199_Electric steaming pan_count_1.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/000199_Electric steaming pan_count_2.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/000199_Electric steaming pan_count_3.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/000359_Electric steaming pan_count_4.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001007_Electric steaming pan_count_5.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001189_Electric steaming pan_count_6.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001189_Electric steaming pan_count_7.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001581_Electric steaming pan_count_10.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001581_Electric steaming pan_count_8.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electric steaming pan/001581_Electric steaming pan_count_9.jpg,Electric steaming pan,Cooking wine,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000366_Electromagnetic furnace_count_1.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000366_Electromagnetic furnace_count_2.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_3.jpg,Electromagnetic furnace,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_4.jpg,Electromagnetic furnace,Unknown,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_5.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_6.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_7.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_8.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000525_Electromagnetic furnace_count_9.jpg,Electromagnetic furnace,Adult Diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Electromagnetic furnace/000566_Electromagnetic furnace_count_10.jpg,Electromagnetic furnace,Electric Hot pot,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
/home/betty/datasets/locount_class_samples/locount_class_samples/Emulsion/000923_Emulsion_count_1.jpg,Emulsion,Baby diapers,"system \nYou are a classifier for retail product categories.\nGiven the image, choose EXACTLY ONE label from the list below.\nRules:\n1) Output MUST be exactly one label string from the list.\n2) No extra words, no punctuation, no explanation.\n3) If none match or unsure, output 'Unknown'.\n\nLabel list:\n- Adult Diapers\n- Adult hat\n- Adult milk powder\n- Adult shoes\n- Adult socks\n- Air conditioner\n- Air conditioning fan\n- Baby carriage\n- Baby crib\n- Baby diapers\n- Baby Furniture\n- Baby handkerchiefs\n- Ba"
